violation_id,audit_id,contract_id,content_id,violation_type,description,severity,detected_at,reviewed_at
71a15aee-6592-4e96-9b4b-41a07f79c5c2,LATEST_AUDIT,C0062,Movie_300,EXPIRED_LICENSE,Content streamed 175 days after contract expiry (2024-12-06),critical,2026-04-01T16:39:44.439733,
ee13f4cf-d5c0-4189-b2c3-394d17471ff3,LATEST_AUDIT,C0062,Movie_300,TERRITORY_VIOLATION,"Illegal distribution in AU (6363 plays detected). Authorized: UK, US, DE, FR",high,2026-04-01T16:39:44.439733,
2833ec4f-c457-4667-9312-33789b1ca0ef,LATEST_AUDIT,C0062,Movie_300,TERRITORY_VIOLATION,"Illegal distribution in BR (1242 plays detected). Authorized: UK, US, DE, FR",high,2026-04-01T16:39:44.439733,
d32a3a9d-eb86-497e-9c27-0cc1883ab492,LATEST_AUDIT,C0062,Movie_300,TERRITORY_VIOLATION,"Illegal distribution in CA (14258 plays detected). Authorized: UK, US, DE, FR",high,2026-04-01T16:39:44.439733,
d4ea1291-fd03-451b-aff5-647cd636e70e,LATEST_AUDIT,C0062,Movie_300,TERRITORY_VIOLATION,"Illegal distribution in IN (3519 plays detected). Authorized: UK, US, DE, FR",high,2026-04-01T16:39:44.439733,
6199a834-782d-4487-9e9f-8c10c4f54cfa,LATEST_AUDIT,C0062,Movie_300,TERRITORY_VIOLATION,"Illegal distribution in JP (4021 plays detected). Authorized: UK, US, DE, FR",high,2026-04-01T16:39:44.439733,
e19d7550-d759-4ce8-bdc2-422e3050f356,LATEST_AUDIT,C0063,Show_139,EXPIRED_LICENSE,Content streamed 167 days after contract expiry (2026-10-05),critical,2026-04-01T16:39:44.439733,
9a1e9206-e5cd-4bf8-ad5d-a445ac69f1f6,LATEST_AUDIT,C0063,Show_139,TERRITORY_VIOLATION,"Illegal distribution in DE (9174 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.439733,
4ea3768a-73e7-4678-aa5b-f47a3a862e77,LATEST_AUDIT,C0063,Show_139,TERRITORY_VIOLATION,"Illegal distribution in FR (1022 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.439733,
261bcbea-b85c-447e-831a-2b00a02b855d,LATEST_AUDIT,C0063,Show_139,TERRITORY_VIOLATION,"Illegal distribution in JP (12154 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.439733,
51e912fc-7237-4c98-89cf-56b8e69872dc,LATEST_AUDIT,C0063,Show_139,TERRITORY_VIOLATION,"Illegal distribution in UK (667 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.439733,
06007522-6779-4620-8e6c-82c8389bc3e9,LATEST_AUDIT,C0063,Show_139,TERRITORY_VIOLATION,"Illegal distribution in US (1289 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.439733,
2f24c0dd-c70f-485c-869b-a1e4292eb45b,LATEST_AUDIT,C0064,Movie_387,EXPIRED_LICENSE,Content streamed 162 days after contract expiry (2024-06-28),critical,2026-04-01T16:39:44.439733,
cdd5c534-7499-439b-8e34-cc8a609c5c28,LATEST_AUDIT,C0064,Movie_387,TERRITORY_VIOLATION,"Illegal distribution in CA (1112 plays detected). Authorized: AU, DE, JP",high,2026-04-01T16:39:44.439733,
5371249a-fac0-43af-8527-1fd0c4ae990f,LATEST_AUDIT,C0064,Movie_387,TERRITORY_VIOLATION,"Illegal distribution in IN (5527 plays detected). Authorized: AU, DE, JP",high,2026-04-01T16:39:44.439733,
e2b58bae-ebe9-4946-a81b-7ade28f44113,LATEST_AUDIT,C0065,Movie_365,EXPIRED_LICENSE,Content streamed 177 days after contract expiry (2024-09-02),critical,2026-04-01T16:39:44.439733,
8a038d8e-bf0b-487d-9dd0-eee995988270,LATEST_AUDIT,C0065,Movie_365,TERRITORY_VIOLATION,"Illegal distribution in AU (5989 plays detected). Authorized: UK, FR",high,2026-04-01T16:39:44.439733,
38f78415-f2f2-470a-9e30-28165d46cc8d,LATEST_AUDIT,C0065,Movie_365,TERRITORY_VIOLATION,"Illegal distribution in BR (2999 plays detected). Authorized: UK, FR",high,2026-04-01T16:39:44.439733,
94d02a3a-acd7-4fee-8a6e-bcf411bb2986,LATEST_AUDIT,C0065,Movie_365,TERRITORY_VIOLATION,"Illegal distribution in CA (1160 plays detected). Authorized: UK, FR",high,2026-04-01T16:39:44.439733,
0abeb165-195c-44d9-b012-e9c1e8ea0f2d,LATEST_AUDIT,C0065,Movie_365,TERRITORY_VIOLATION,"Illegal distribution in DE (4877 plays detected). Authorized: UK, FR",high,2026-04-01T16:39:44.439733,
01da5ed4-111e-4771-88da-979cd2a6d621,LATEST_AUDIT,C0065,Movie_365,TERRITORY_VIOLATION,"Illegal distribution in IN (2090 plays detected). Authorized: UK, FR",high,2026-04-01T16:39:44.439733,
d3ad6650-8bce-4e81-abcd-583d6d469f5d,LATEST_AUDIT,C0065,Movie_365,TERRITORY_VIOLATION,"Illegal distribution in JP (11203 plays detected). Authorized: UK, FR",high,2026-04-01T16:39:44.439733,
5dd270d2-9375-4c6f-a535-e65b69f7d4cd,LATEST_AUDIT,C0065,Movie_365,TERRITORY_VIOLATION,"Illegal distribution in US (818 plays detected). Authorized: UK, FR",high,2026-04-01T16:39:44.439733,
bd3074b0-05c1-4ac4-9954-4173eaee9b3d,LATEST_AUDIT,C0066,Music_080,EXPIRED_LICENSE,Content streamed 150 days after contract expiry (2026-02-20),critical,2026-04-01T16:39:44.439733,
c97499c5-8a88-4d6b-9430-060efae2cb10,LATEST_AUDIT,C0066,Music_080,TERRITORY_VIOLATION,"Illegal distribution in AU (2057 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
3939da09-83db-44aa-86fd-6ac2ac9f6512,LATEST_AUDIT,C0066,Music_080,TERRITORY_VIOLATION,"Illegal distribution in BR (3255 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
6c8fd650-f360-4ceb-8b90-c0b21de3cdea,LATEST_AUDIT,C0066,Music_080,TERRITORY_VIOLATION,"Illegal distribution in CA (5585 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
f309d471-701a-4d4c-9997-db7f4b4400de,LATEST_AUDIT,C0066,Music_080,TERRITORY_VIOLATION,"Illegal distribution in DE (9290 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
5de5cf06-4e24-4f1b-91a0-37c0d1f12772,LATEST_AUDIT,C0066,Music_080,TERRITORY_VIOLATION,"Illegal distribution in IN (6214 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
dd6a58dd-70c9-42c7-b380-ba517c05a0e6,LATEST_AUDIT,C0066,Music_080,TERRITORY_VIOLATION,"Illegal distribution in US (10561 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
808bd4a8-99d7-47ef-9511-1d175d761a86,LATEST_AUDIT,C0067,Movie_335,EXPIRED_LICENSE,Content streamed 149 days after contract expiry (2026-11-15),critical,2026-04-01T16:39:44.439733,
9722d1fb-2803-4fe1-9e84-7eca0d031e30,LATEST_AUDIT,C0067,Movie_335,TERRITORY_VIOLATION,"Illegal distribution in AU (7616 plays detected). Authorized: CA, DE, JP, US",high,2026-04-01T16:39:44.439733,
033e9a42-0d38-4ab4-b660-41542cb46708,LATEST_AUDIT,C0067,Movie_335,TERRITORY_VIOLATION,"Illegal distribution in BR (4066 plays detected). Authorized: CA, DE, JP, US",high,2026-04-01T16:39:44.439733,
6b8aaeac-f72c-455e-9009-1b61243f1bf1,LATEST_AUDIT,C0067,Movie_335,TERRITORY_VIOLATION,"Illegal distribution in FR (7299 plays detected). Authorized: CA, DE, JP, US",high,2026-04-01T16:39:44.439733,
0cd5508f-3d15-464f-a935-52853d4a25e6,LATEST_AUDIT,C0067,Movie_335,TERRITORY_VIOLATION,"Illegal distribution in IN (5452 plays detected). Authorized: CA, DE, JP, US",high,2026-04-01T16:39:44.439733,
ad7d657f-16f7-418b-aa3f-898deeb6fcd6,LATEST_AUDIT,C0067,Movie_335,TERRITORY_VIOLATION,"Illegal distribution in UK (9907 plays detected). Authorized: CA, DE, JP, US",high,2026-04-01T16:39:44.439733,
0dea82e1-8f16-414c-8f2b-49fc6fe6e000,LATEST_AUDIT,C0068,Movie_017,EXPIRED_LICENSE,Content streamed 155 days after contract expiry (2027-08-19),critical,2026-04-01T16:39:44.439733,
7718750a-09c4-46f4-88fb-fd677ca04384,LATEST_AUDIT,C0068,Movie_017,TERRITORY_VIOLATION,"Illegal distribution in DE (3489 plays detected). Authorized: UK, CA, AU, BR",high,2026-04-01T16:39:44.439733,
2c2ec514-8deb-4a27-a3c5-62ec48a8ddf8,LATEST_AUDIT,C0068,Movie_017,TERRITORY_VIOLATION,"Illegal distribution in FR (4655 plays detected). Authorized: UK, CA, AU, BR",high,2026-04-01T16:39:44.439733,
41cfe38d-20df-40ad-adee-e796c9a39d4e,LATEST_AUDIT,C0068,Movie_017,TERRITORY_VIOLATION,"Illegal distribution in IN (4585 plays detected). Authorized: UK, CA, AU, BR",high,2026-04-01T16:39:44.439733,
ba517354-57c0-4d0c-be9c-1c4d038aabb2,LATEST_AUDIT,C0068,Movie_017,TERRITORY_VIOLATION,"Illegal distribution in JP (6086 plays detected). Authorized: UK, CA, AU, BR",high,2026-04-01T16:39:44.439733,
7d04dcfd-e309-4b09-af40-5a9bc78b2eae,LATEST_AUDIT,C0068,Movie_017,TERRITORY_VIOLATION,"Illegal distribution in US (4031 plays detected). Authorized: UK, CA, AU, BR",high,2026-04-01T16:39:44.439733,
e02b0ef2-7bd4-4aea-af77-51300ed60a3e,LATEST_AUDIT,C0069,Movie_203,EXPIRED_LICENSE,Content streamed 136 days after contract expiry (2025-11-21),critical,2026-04-01T16:39:44.439733,
14b05828-79f1-468b-8f30-44b445fedf94,LATEST_AUDIT,C0069,Movie_203,TERRITORY_VIOLATION,"Illegal distribution in AU (8868 plays detected). Authorized: BR, FR, DE, UK, JP",high,2026-04-01T16:39:44.439733,
843f4ab4-378c-4822-989b-dccfa0712d9a,LATEST_AUDIT,C0069,Movie_203,TERRITORY_VIOLATION,"Illegal distribution in CA (2218 plays detected). Authorized: BR, FR, DE, UK, JP",high,2026-04-01T16:39:44.439733,
a4d2b20b-2844-4343-9440-08aadf9a61a3,LATEST_AUDIT,C0069,Movie_203,TERRITORY_VIOLATION,"Illegal distribution in IN (12257 plays detected). Authorized: BR, FR, DE, UK, JP",high,2026-04-01T16:39:44.439733,
887cf694-2115-4faa-b747-028311a7bb37,LATEST_AUDIT,C0070,Movie_002,EXPIRED_LICENSE,Content streamed 180 days after contract expiry (2025-11-03),critical,2026-04-01T16:39:44.439733,
92af8ca2-b258-46aa-be1c-e7655c4221b2,LATEST_AUDIT,C0070,Movie_002,TERRITORY_VIOLATION,"Illegal distribution in DE (8737 plays detected). Authorized: IN, BR, JP",high,2026-04-01T16:39:44.439733,
567c3a63-77b6-4bcd-ba7a-dc8dfc263ea9,LATEST_AUDIT,C0070,Movie_002,TERRITORY_VIOLATION,"Illegal distribution in FR (10525 plays detected). Authorized: IN, BR, JP",high,2026-04-01T16:39:44.439733,
3ea2a114-9f98-489d-84de-833544b87222,LATEST_AUDIT,C0070,Movie_002,TERRITORY_VIOLATION,"Illegal distribution in UK (6728 plays detected). Authorized: IN, BR, JP",high,2026-04-01T16:39:44.439733,
d4ad925f-ab6e-419b-8f61-0c3fc8e6840f,LATEST_AUDIT,C0070,Movie_002,TERRITORY_VIOLATION,"Illegal distribution in US (1015 plays detected). Authorized: IN, BR, JP",high,2026-04-01T16:39:44.439733,
de67b928-3cf9-4db2-8ed5-ff361ef6e9ea,LATEST_AUDIT,C0071,Movie_039,EXPIRED_LICENSE,Content streamed 166 days after contract expiry (2026-08-30),critical,2026-04-01T16:39:44.439733,
4223aac2-7861-496d-994f-23f07e7e0bb8,LATEST_AUDIT,C0071,Movie_039,TERRITORY_VIOLATION,"Illegal distribution in AU (3830 plays detected). Authorized: US, FR",high,2026-04-01T16:39:44.439733,
c7dd2678-d18f-4bb6-83d8-7177d37e40a2,LATEST_AUDIT,C0071,Movie_039,TERRITORY_VIOLATION,"Illegal distribution in CA (8003 plays detected). Authorized: US, FR",high,2026-04-01T16:39:44.439733,
62faf80b-01a7-419d-b875-ffd5eaf55846,LATEST_AUDIT,C0071,Movie_039,TERRITORY_VIOLATION,"Illegal distribution in DE (646 plays detected). Authorized: US, FR",high,2026-04-01T16:39:44.439733,
2142b55e-0bff-42f4-bb8b-1994d3cc5748,LATEST_AUDIT,C0071,Movie_039,TERRITORY_VIOLATION,"Illegal distribution in IN (6643 plays detected). Authorized: US, FR",high,2026-04-01T16:39:44.439733,
afc41c3e-73d2-4fa5-9456-d2a155379d97,LATEST_AUDIT,C0071,Movie_039,TERRITORY_VIOLATION,"Illegal distribution in JP (6885 plays detected). Authorized: US, FR",high,2026-04-01T16:39:44.439733,
acf99ad0-edd9-4cf8-8312-2c929d7250b8,LATEST_AUDIT,C0071,Movie_039,TERRITORY_VIOLATION,"Illegal distribution in UK (8969 plays detected). Authorized: US, FR",high,2026-04-01T16:39:44.439733,
2e465bc7-3e4d-4578-8816-d8fd64d8b2c9,LATEST_AUDIT,C0072,Movie_291,EXPIRED_LICENSE,Content streamed 133 days after contract expiry (2025-04-18),critical,2026-04-01T16:39:44.439733,
91dbad2a-b042-4bca-bf87-830ba4934d89,LATEST_AUDIT,C0072,Movie_291,TERRITORY_VIOLATION,"Illegal distribution in AU (12799 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
bd958746-2b48-4de4-a3fe-b4c8ffddf813,LATEST_AUDIT,C0072,Movie_291,TERRITORY_VIOLATION,"Illegal distribution in BR (4543 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
1ee9cc62-8c76-4dab-9728-3fc0e56bc7ea,LATEST_AUDIT,C0072,Movie_291,TERRITORY_VIOLATION,"Illegal distribution in CA (8098 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
f2be077f-0688-449a-8353-77c5e371f0b9,LATEST_AUDIT,C0072,Movie_291,TERRITORY_VIOLATION,"Illegal distribution in IN (9091 plays detected). Authorized: UK, FR, JP",high,2026-04-01T16:39:44.439733,
d04258c1-4b13-4882-9407-5d20a8415bfa,LATEST_AUDIT,C0073,Movie_494,EXPIRED_LICENSE,Content streamed 162 days after contract expiry (2026-01-31),critical,2026-04-01T16:39:44.439733,
0ade668d-ce30-49cf-be46-de8be5ac0019,LATEST_AUDIT,C0073,Movie_494,TERRITORY_VIOLATION,"Illegal distribution in BR (5949 plays detected). Authorized: AU, IN, CA, DE",high,2026-04-01T16:39:44.439733,
6fa30cee-fbd2-4b33-a071-14864fff1614,LATEST_AUDIT,C0073,Movie_494,TERRITORY_VIOLATION,"Illegal distribution in FR (4364 plays detected). Authorized: AU, IN, CA, DE",high,2026-04-01T16:39:44.439733,
dfeed9ac-06f6-4a7e-956d-537383ad6f58,LATEST_AUDIT,C0073,Movie_494,TERRITORY_VIOLATION,"Illegal distribution in UK (1284 plays detected). Authorized: AU, IN, CA, DE",high,2026-04-01T16:39:44.439733,
642c2de4-4de5-47e9-9666-c3de70fb6998,LATEST_AUDIT,C0073,Movie_494,TERRITORY_VIOLATION,"Illegal distribution in US (6687 plays detected). Authorized: AU, IN, CA, DE",high,2026-04-01T16:39:44.439733,
b6e4b250-919e-4d35-a821-02843447be38,LATEST_AUDIT,C0074,Movie_248,EXPIRED_LICENSE,Content streamed 169 days after contract expiry (2024-12-06),critical,2026-04-01T16:39:44.439733,
f2bb9866-2422-42fe-9f43-d385f11d4b78,LATEST_AUDIT,C0074,Movie_248,TERRITORY_VIOLATION,"Illegal distribution in CA (781 plays detected). Authorized: IN, BR, FR, DE, AU",high,2026-04-01T16:39:44.439733,
46501304-7880-4be9-b5b2-0cb45d08effd,LATEST_AUDIT,C0074,Movie_248,TERRITORY_VIOLATION,"Illegal distribution in JP (3207 plays detected). Authorized: IN, BR, FR, DE, AU",high,2026-04-01T16:39:44.439733,
6d06f112-ef83-4c76-b3a6-758373b6f861,LATEST_AUDIT,C0074,Movie_248,TERRITORY_VIOLATION,"Illegal distribution in UK (894 plays detected). Authorized: IN, BR, FR, DE, AU",high,2026-04-01T16:39:44.439733,
03ebb1d6-4f2c-4301-a804-63f13a0397bf,LATEST_AUDIT,C0074,Movie_248,TERRITORY_VIOLATION,"Illegal distribution in US (11477 plays detected). Authorized: IN, BR, FR, DE, AU",high,2026-04-01T16:39:44.439733,
850d4d3c-a121-4d26-b412-746404b32cf9,LATEST_AUDIT,C0075,Show_007,EXPIRED_LICENSE,Content streamed 176 days after contract expiry (2024-12-12),critical,2026-04-01T16:39:44.439733,
94279364-8a3b-4573-aeb7-519d8d96742a,LATEST_AUDIT,C0075,Show_007,TERRITORY_VIOLATION,"Illegal distribution in AU (5369 plays detected). Authorized: FR, CA, US, DE, JP",high,2026-04-01T16:39:44.439733,
c82df67e-6fa0-4be2-bdf1-44b138da4881,LATEST_AUDIT,C0075,Show_007,TERRITORY_VIOLATION,"Illegal distribution in BR (10336 plays detected). Authorized: FR, CA, US, DE, JP",high,2026-04-01T16:39:44.439733,
1847616a-c2e3-4a9e-ab92-9796a171b452,LATEST_AUDIT,C0075,Show_007,TERRITORY_VIOLATION,"Illegal distribution in UK (7099 plays detected). Authorized: FR, CA, US, DE, JP",high,2026-04-01T16:39:44.439733,
de60c86d-9365-41e5-9be0-c3bd8d01a22a,LATEST_AUDIT,C0076,Music_097,EXPIRED_LICENSE,Content streamed 175 days after contract expiry (2025-02-16),critical,2026-04-01T16:39:44.439733,
5789b290-8d98-41e7-bf1d-0156ce2dc7dc,LATEST_AUDIT,C0076,Music_097,TERRITORY_VIOLATION,"Illegal distribution in DE (6134 plays detected). Authorized: IN, BR, CA, UK, AU",high,2026-04-01T16:39:44.439733,
51d3b39d-e7fa-4aba-94de-745e743265ff,LATEST_AUDIT,C0076,Music_097,TERRITORY_VIOLATION,"Illegal distribution in FR (3612 plays detected). Authorized: IN, BR, CA, UK, AU",high,2026-04-01T16:39:44.439733,
b2f31517-1581-47f6-8a94-980513060e42,LATEST_AUDIT,C0076,Music_097,TERRITORY_VIOLATION,"Illegal distribution in JP (1986 plays detected). Authorized: IN, BR, CA, UK, AU",high,2026-04-01T16:39:44.439733,
3978d93d-d947-4a2e-b016-b6255c8b56ff,LATEST_AUDIT,C0076,Music_097,TERRITORY_VIOLATION,"Illegal distribution in US (11800 plays detected). Authorized: IN, BR, CA, UK, AU",high,2026-04-01T16:39:44.439733,
137c1f1f-2e95-4be8-9a5f-2162346d63d5,LATEST_AUDIT,C0077,Show_214,EXPIRED_LICENSE,Content streamed 154 days after contract expiry (2024-11-19),critical,2026-04-01T16:39:44.439733,
a460b9b5-dfca-43e9-9d17-5a371cb6f2dd,LATEST_AUDIT,C0077,Show_214,TERRITORY_VIOLATION,"Illegal distribution in AU (4986 plays detected). Authorized: IN, JP",high,2026-04-01T16:39:44.439733,
5a058e65-5c46-4d11-9303-affe4d48b7c0,LATEST_AUDIT,C0077,Show_214,TERRITORY_VIOLATION,"Illegal distribution in BR (6833 plays detected). Authorized: IN, JP",high,2026-04-01T16:39:44.439733,
169edc82-70eb-4599-bd7c-7ad4595a019a,LATEST_AUDIT,C0077,Show_214,TERRITORY_VIOLATION,"Illegal distribution in DE (3524 plays detected). Authorized: IN, JP",high,2026-04-01T16:39:44.439733,
51a21061-0e71-48c0-81df-7cebf5fa913f,LATEST_AUDIT,C0077,Show_214,TERRITORY_VIOLATION,"Illegal distribution in FR (448 plays detected). Authorized: IN, JP",high,2026-04-01T16:39:44.439733,
6d202f3a-2821-4bee-8bff-dfafa83dde33,LATEST_AUDIT,C0077,Show_214,TERRITORY_VIOLATION,"Illegal distribution in UK (3469 plays detected). Authorized: IN, JP",high,2026-04-01T16:39:44.439733,
b9dd3b73-eb65-41c2-8cd4-7294cafac148,LATEST_AUDIT,C0077,Show_214,TERRITORY_VIOLATION,"Illegal distribution in US (16923 plays detected). Authorized: IN, JP",high,2026-04-01T16:39:44.439733,
82565970-d3c2-4654-9620-7c856e568676,LATEST_AUDIT,C0078,Music_092,EXPIRED_LICENSE,Content streamed 162 days after contract expiry (2027-02-12),critical,2026-04-01T16:39:44.439733,
7eaa284a-2e8f-464e-b9d3-24115e8dabf0,LATEST_AUDIT,C0078,Music_092,TERRITORY_VIOLATION,"Illegal distribution in AU (16681 plays detected). Authorized: US, DE, BR",high,2026-04-01T16:39:44.439733,
cc2f39d4-ce76-4ee9-82b5-829385cbbe5b,LATEST_AUDIT,C0078,Music_092,TERRITORY_VIOLATION,"Illegal distribution in CA (9463 plays detected). Authorized: US, DE, BR",high,2026-04-01T16:39:44.439733,
822fe4fd-9f91-43b5-99e5-8d30de78a373,LATEST_AUDIT,C0078,Music_092,TERRITORY_VIOLATION,"Illegal distribution in FR (10562 plays detected). Authorized: US, DE, BR",high,2026-04-01T16:39:44.439733,
57b4ee86-2159-40b0-9cf2-42f2b2c3764f,LATEST_AUDIT,C0078,Music_092,TERRITORY_VIOLATION,"Illegal distribution in JP (11117 plays detected). Authorized: US, DE, BR",high,2026-04-01T16:39:44.439733,
4c6fb031-5e18-4ebd-bb99-d1431eace343,LATEST_AUDIT,C0078,Music_092,TERRITORY_VIOLATION,"Illegal distribution in UK (8389 plays detected). Authorized: US, DE, BR",high,2026-04-01T16:39:44.439733,
9fed22c8-e163-4bd3-b2bc-4a298e47e66c,LATEST_AUDIT,C0079,Movie_077,EXPIRED_LICENSE,Content streamed 119 days after contract expiry (2025-03-13),critical,2026-04-01T16:39:44.439733,
0a5874c0-2137-429e-b6da-e67d328a1614,LATEST_AUDIT,C0079,Movie_077,TERRITORY_VIOLATION,"Illegal distribution in AU (10166 plays detected). Authorized: CA, US",high,2026-04-01T16:39:44.439733,
5a24324c-b84e-469f-afb2-563bc50c8b8d,LATEST_AUDIT,C0079,Movie_077,TERRITORY_VIOLATION,"Illegal distribution in DE (5185 plays detected). Authorized: CA, US",high,2026-04-01T16:39:44.439733,
8b5e75c7-1034-4d00-91b7-cce7ee99d3ee,LATEST_AUDIT,C0079,Movie_077,TERRITORY_VIOLATION,"Illegal distribution in JP (1453 plays detected). Authorized: CA, US",high,2026-04-01T16:39:44.439733,
fd66c962-3090-41f0-a6bf-03a9dc4647e5,LATEST_AUDIT,C0079,Movie_077,TERRITORY_VIOLATION,"Illegal distribution in UK (5107 plays detected). Authorized: CA, US",high,2026-04-01T16:39:44.439733,
7e0486bb-3230-4027-adb7-87cbb3e45011,LATEST_AUDIT,C0080,Music_112,EXPIRED_LICENSE,Content streamed 155 days after contract expiry (2025-01-28),critical,2026-04-01T16:39:44.439733,
e6d01cfd-2452-4954-bd5c-70c8bc635546,LATEST_AUDIT,C0080,Music_112,TERRITORY_VIOLATION,"Illegal distribution in AU (4739 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.439733,
b21a2504-8a87-4a3a-afb6-1945cd7ba5d1,LATEST_AUDIT,C0080,Music_112,TERRITORY_VIOLATION,"Illegal distribution in FR (6129 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.439733,
7a78fa9f-1d83-421f-a6ea-a39c50f0f19a,LATEST_AUDIT,C0080,Music_112,TERRITORY_VIOLATION,"Illegal distribution in JP (4769 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.439733,
95d5cce5-fc54-4f02-b284-738110afa445,LATEST_AUDIT,C0080,Music_112,TERRITORY_VIOLATION,"Illegal distribution in UK (11793 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.439733,
1146dcc3-c06d-411e-b4a6-6959228c2ad2,LATEST_AUDIT,C0080,Music_112,TERRITORY_VIOLATION,"Illegal distribution in US (232 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.439733,
00998b7a-77e3-44ea-aa2e-a6c8fc0471c6,LATEST_AUDIT,C0081,Show_293,EXPIRED_LICENSE,Content streamed 172 days after contract expiry (2027-01-27),critical,2026-04-01T16:39:44.439733,
ddfde547-ee3c-4bb0-8df0-3a1c4971293d,LATEST_AUDIT,C0081,Show_293,TERRITORY_VIOLATION,"Illegal distribution in BR (5756 plays detected). Authorized: AU, US",high,2026-04-01T16:39:44.439733,
e1fa12cd-06f3-4790-9377-883184fcde34,LATEST_AUDIT,C0081,Show_293,TERRITORY_VIOLATION,"Illegal distribution in CA (8767 plays detected). Authorized: AU, US",high,2026-04-01T16:39:44.439733,
5c8887da-115a-4c2a-83b4-479decbba831,LATEST_AUDIT,C0081,Show_293,TERRITORY_VIOLATION,"Illegal distribution in DE (3160 plays detected). Authorized: AU, US",high,2026-04-01T16:39:44.439733,
119091be-9bfb-49b3-88d2-cdb09085c797,LATEST_AUDIT,C0081,Show_293,TERRITORY_VIOLATION,"Illegal distribution in FR (12306 plays detected). Authorized: AU, US",high,2026-04-01T16:39:44.439733,
9c109cf0-f535-45f1-a924-64a9a7e9eaa3,LATEST_AUDIT,C0081,Show_293,TERRITORY_VIOLATION,"Illegal distribution in IN (12760 plays detected). Authorized: AU, US",high,2026-04-01T16:39:44.439733,
5f73a96f-567d-45d6-8b96-ea70a969f231,LATEST_AUDIT,C0081,Show_293,TERRITORY_VIOLATION,"Illegal distribution in JP (3811 plays detected). Authorized: AU, US",high,2026-04-01T16:39:44.439733,
bd93e26e-a8b4-4047-bebf-d4a2e7be64f8,LATEST_AUDIT,C0081,Show_293,TERRITORY_VIOLATION,"Illegal distribution in UK (5312 plays detected). Authorized: AU, US",high,2026-04-01T16:39:44.439733,
bfad9eda-cbd4-4d33-9e33-653da57b1436,LATEST_AUDIT,C0082,Show_009,EXPIRED_LICENSE,Content streamed 175 days after contract expiry (2026-01-09),critical,2026-04-01T16:39:44.439733,
d1ce9cda-bedf-499b-b31f-7d1ef1172b19,LATEST_AUDIT,C0082,Show_009,TERRITORY_VIOLATION,"Illegal distribution in AU (7949 plays detected). Authorized: IN, CA, BR, JP",high,2026-04-01T16:39:44.439733,
6a4c8d5c-5015-4bd1-a3ae-6a075cdcfe39,LATEST_AUDIT,C0082,Show_009,TERRITORY_VIOLATION,"Illegal distribution in DE (2029 plays detected). Authorized: IN, CA, BR, JP",high,2026-04-01T16:39:44.439733,
b1549922-0cff-4fd6-8a7f-5ceb0740d3bd,LATEST_AUDIT,C0082,Show_009,TERRITORY_VIOLATION,"Illegal distribution in FR (3518 plays detected). Authorized: IN, CA, BR, JP",high,2026-04-01T16:39:44.439733,
c40651b1-eb3c-406b-8762-62339a7a176b,LATEST_AUDIT,C0082,Show_009,TERRITORY_VIOLATION,"Illegal distribution in UK (5345 plays detected). Authorized: IN, CA, BR, JP",high,2026-04-01T16:39:44.439733,
a430e2aa-e72b-4302-9092-8da9878a6ead,LATEST_AUDIT,C0082,Show_009,TERRITORY_VIOLATION,"Illegal distribution in US (4507 plays detected). Authorized: IN, CA, BR, JP",high,2026-04-01T16:39:44.439733,
519f4ede-1bdf-4b24-86c7-470a76f14133,LATEST_AUDIT,C0083,Movie_178,EXPIRED_LICENSE,Content streamed 174 days after contract expiry (2025-10-01),critical,2026-04-01T16:39:44.439733,
4bc91200-9f44-49cc-86a7-ec84414aba1a,LATEST_AUDIT,C0083,Movie_178,TERRITORY_VIOLATION,"Illegal distribution in FR (532 plays detected). Authorized: AU, BR",high,2026-04-01T16:39:44.439733,
144af2a0-53c0-41a6-8ab3-0626a44760d0,LATEST_AUDIT,C0083,Movie_178,TERRITORY_VIOLATION,"Illegal distribution in IN (6238 plays detected). Authorized: AU, BR",high,2026-04-01T16:39:44.439733,
